spot_id,energy_MeV,x_mm,y_mm,weight,source_x_mm,source_y_mm,source_z_mm,direction_x,direction_y,direction_z,energy_spread_percent,sigma_x_mm,sigma_y_mm,sigma_x_prime,sigma_y_prime,correlation_x,correlation_y
24,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
25,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
26,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
27,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
28,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
29,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
30,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
31,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
32,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
33,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
34,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
35,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
36,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
37,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
38,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
39,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
40,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
41,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
42,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
43,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
44,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
45,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
46,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
47,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
48,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
49,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
50,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
51,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
52,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
53,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
54,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
55,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
56,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
57,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
58,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
59,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
60,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
61,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
62,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
63,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
64,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
65,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
66,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
67,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
68,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
69,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
70,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
71,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
72,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
73,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
74,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
75,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
76,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
77,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
78,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
79,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
80,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
81,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
82,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
83,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
84,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
85,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
86,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
87,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
88,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
89,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
90,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
91,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
92,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
93,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
94,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
95,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
96,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
97,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
98,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
99,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
100,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
101,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
102,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
103,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
104,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
105,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
106,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
107,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
108,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
109,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
110,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
111,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
112,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
113,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
114,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
115,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
116,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
117,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
118,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
119,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
120,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
121,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
122,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
123,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
124,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
125,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
126,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
127,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
128,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
129,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
130,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
131,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
132,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
133,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
134,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
135,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
136,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
137,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
138,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
139,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
140,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
141,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
142,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
143,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
144,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
145,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
146,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
147,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
148,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
149,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
150,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
151,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
152,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
153,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
154,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
155,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
156,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
157,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
158,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
159,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
160,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
161,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
162,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
163,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
164,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
165,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
166,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
167,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
168,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
169,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
170,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
171,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
172,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
173,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
174,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
175,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
176,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
177,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
178,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
179,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
180,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
181,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
182,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
183,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
184,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
185,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
186,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
187,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
188,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
189,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
190,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
191,0.1001,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
192,0.12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
193,0.6,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
194,2.4,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
195,12,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
196,60,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
197,300,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
198,1200,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
199,3000,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
200,4800,0,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,0
