spot_id,energy_MeV,x_mm,y_mm,weight,source_x_mm,source_y_mm,source_z_mm,direction_x,direction_y,direction_z,energy_spread_percent,sigma_x_mm,sigma_y_mm,sigma_x_prime,sigma_y_prime,correlation_x,correlation_y
162,3000,0,0,1,0.031434309808145044,0,0.0001,0,0,1,0,0,0,0,0,0,0
163,3000,0,0,1,-0.12749227285191128,0,0.0001,0,0,1,0,0,0,0,0,0,0
164,3000,0,0,1,-0.17731181295088527,0,0.0001,0,0,1,0,0,0,0,0,0,0
165,3000,0,0,1,0.20799071138024194,0,0.0001,0,0,1,0,0,0,0,0,0,0
166,3000,0,0,1,-0.17495130582198715,0,0.0001,0,0,1,0,0,0,0,0,0,0
167,3000,0,0,1,0.00782935448810651,0,0.0001,0,0,1,0,0,0,0,0,0,0
168,3000,0,0,1,-0.0017131721040639092,0,0.0001,0,0,1,0,0,0,0,0,0,0
169,3000,0,0,1,0.24740814256432253,0,0.0001,0,0,1,0,0,0,0,0,0,0
170,3000,0,0,1,0.14341874952637818,0,0.0001,0,0,1,0,0,0,0,0,0,0
171,3000,0,0,1,0.07730471174557274,0,0.0001,0,0,1,0,0,0,0,0,0,0
172,3000,0,0,1,0.16595096424628758,0,0.0001,0,0,1,0,0,0,0,0,0,0
173,3000,0,0,1,-0.05877309052162266,0,0.0001,0,0,1,0,0,0,0,0,0,0
174,3000,0,0,1,0.1279611283442773,0,0.0001,0,0,1,0,0,0,0,0,0,0
175,3000,0,0,1,-0.11937797840368908,0,0.0001,0,0,1,0,0,0,0,0,0,0
176,3000,0,0,1,0.1665964950844233,0,0.0001,0,0,1,0,0,0,0,0,0,0
177,3000,0,0,1,0.052647707105382635,0,0.0001,0,0,1,0,0,0,0,0,0,0
178,3000,0,0,1,-0.17822122461655704,0,0.0001,0,0,1,0,0,0,0,0,0,0
179,3000,0,0,1,0.07493951176221703,0,0.0001,0,0,1,0,0,0,0,0,0,0
180,3000,0,0,1,0.0004242548923437117,0,0.0001,0,0,1,0,0,0,0,0,0,0
181,3000,0,0,1,0.08298636770089662,0,0.0001,0,0,1,0,0,0,0,0,0,0
182,3000,0,0,1,-0.08755970685939252,0,0.0001,0,0,1,0,0,0,0,0,0,0
183,3000,0,0,1,0.012194603803468429,0,0.0001,0,0,1,0,0,0,0,0,0,0
184,3000,0,0,1,-0.0794354722238445,0,0.0001,0,0,1,0,0,0,0,0,0,0
185,3000,0,0,1,0.16793838488690832,0,0.0001,0,0,1,0,0,0,0,0,0,0
186,3000,0,0,1,-0.2489590614069896,0,0.0001,0,0,1,0,0,0,0,0,0,0
187,3000,0,0,1,0.14946859286486508,0,0.0001,0,0,1,0,0,0,0,0,0,0
188,3000,0,0,1,-0.1566180605395372,0,0.0001,0,0,1,0,0,0,0,0,0,0
189,3000,0,0,1,0.23544688479578235,0,0.0001,0,0,1,0,0,0,0,0,0,0
190,3000,0,0,1,-0.1916239304867749,0,0.0001,0,0,1,0,0,0,0,0,0,0
191,3000,0,0,1,0.12398034026966126,0,0.0001,0,0,1,0,0,0,0,0,0,0
192,3000,0,0,1,-0.23811222467159454,0,0.0001,0,0,1,0,0,0,0,0,0,0
193,3000,0,0,1,-0.05081128354133002,0,0.0001,0,0,1,0,0,0,0,0,0,0
194,3000,0,0,1,-0.14714978674253132,0,0.0001,0,0,1,0,0,0,0,0,0,0
195,3000,0,0,1,-0.1929869934874513,0,0.0001,0,0,1,0,0,0,0,0,0,0
196,3000,0,0,1,0.20077757487559617,0,0.0001,0,0,1,0,0,0,0,0,0,0
197,3000,0,0,1,0.09542045320497478,0,0.0001,0,0,1,0,0,0,0,0,0,0
198,3000,0,0,1,0.19177725336497592,0,0.0001,0,0,1,0,0,0,0,0,0,0
199,3000,0,0,1,-0.057917438555251166,0,0.0001,0,0,1,0,0,0,0,0,0,0
200,3000,0,0,1,0.12431118045231776,0,0.0001,0,0,1,0,0,0,0,0,0,0
201,3000,0,0,1,0.213225341745223,0,0.0001,0,0,1,0,0,0,0,0,0,0
202,3000,0,0,1,-0.060653049019751604,0,0.0001,0,0,1,0,0,0,0,0,0,0
203,3000,0,0,1,-0.19991369903848144,0,0.0001,0,0,1,0,0,0,0,0,0,0
204,3000,0,0,1,0.05676586321333321,0,0.0001,0,0,1,0,0,0,0,0,0,0
205,3000,0,0,1,-0.10694155605117062,0,0.0001,0,0,1,0,0,0,0,0,0,0
206,3000,0,0,1,-0.22423726742865013,0,0.0001,0,0,1,0,0,0,0,0,0,0
207,3000,0,0,1,0.19106958483743414,0,0.0001,0,0,1,0,0,0,0,0,0,0
208,3000,0,0,1,0.15792054570117453,0,0.0001,0,0,1,0,0,0,0,0,0,0
209,3000,0,0,1,-0.12162509202583449,0,0.0001,0,0,1,0,0,0,0,0,0,0
210,3000,0,0,1,-0.11183083924242915,0,0.0001,0,0,1,0,0,0,0,0,0,0
211,3000,0,0,1,-0.11337383667272088,0,0.0001,0,0,1,0,0,0,0,0,0,0
212,3000,0,0,1,0.21106323708821434,0,0.0001,0,0,1,0,0,0,0,0,0,0
213,3000,0,0,1,0.04053388728574686,0,0.0001,0,0,1,0,0,0,0,0,0,0
214,3000,0,0,1,0.20634182327977268,0,0.0001,0,0,1,0,0,0,0,0,0,0
215,3000,0,0,1,0.23662362559827577,0,0.0001,0,0,1,0,0,0,0,0,0,0
216,3000,0,0,1,-0.07958426145607556,0,0.0001,0,0,1,0,0,0,0,0,0,0
217,3000,0,0,1,-0.1648221168138801,0,0.0001,0,0,1,0,0,0,0,0,0,0
218,3000,0,0,1,0.011381265475269353,0,0.0001,0,0,1,0,0,0,0,0,0,0
219,3000,0,0,1,0.060753825591049415,0,0.0001,0,0,1,0,0,0,0,0,0,0
220,3000,0,0,1,-0.19323574089184636,0,0.0001,0,0,1,0,0,0,0,0,0,0
221,3000,0,0,1,-0.02224181087329874,0,0.0001,0,0,1,0,0,0,0,0,0,0
222,3000,0,0,1,0.21274532296525067,0,0.0001,0,0,1,0,0,0,0,0,0,0
223,3000,0,0,1,0.14246635015688303,0,0.0001,0,0,1,0,0,0,0,0,0,0
224,3000,0,0,1,0.07171480329936225,0,0.0001,0,0,1,0,0,0,0,0,0,0
225,3000,0,0,1,0.20671711070259619,0,0.0001,0,0,1,0,0,0,0,0,0,0
226,3000,0,0,1,-0.0903975233531199,0,0.0001,0,0,1,0,0,0,0,0,0,0
227,3000,0,0,1,0.018438328562985662,0,0.0001,0,0,1,0,0,0,0,0,0,0
228,3000,0,0,1,-0.18549513669015583,0,0.0001,0,0,1,0,0,0,0,0,0,0
229,3000,0,0,1,-0.03085200774033997,0,0.0001,0,0,1,0,0,0,0,0,0,0
230,3000,0,0,1,-0.13032023932134867,0,0.0001,0,0,1,0,0,0,0,0,0,0
231,3000,0,0,1,0.16774743055511704,0,0.0001,0,0,1,0,0,0,0,0,0,0
232,3000,0,0,1,0.15493961458487376,0,0.0001,0,0,1,0,0,0,0,0,0,0
233,3000,0,0,1,-0.13952180749065196,0,0.0001,0,0,1,0,0,0,0,0,0,0
234,3000,0,0,1,0.019295202096386577,0,0.0001,0,0,1,0,0,0,0,0,0,0
235,3000,0,0,1,-0.12437008902415897,0,0.0001,0,0,1,0,0,0,0,0,0,0
236,3000,0,0,1,0.0511864861861962,0,0.0001,0,0,1,0,0,0,0,0,0,0
237,3000,0,0,1,0.18898740435250322,0,0.0001,0,0,1,0,0,0,0,0,0,0
238,3000,0,0,1,0.03687582801340061,0,0.0001,0,0,1,0,0,0,0,0,0,0
239,3000,0,0,1,0.23251226312186418,0,0.0001,0,0,1,0,0,0,0,0,0,0
240,3000,0,0,1,0.08535253715468988,0,0.0001,0,0,1,0,0,0,0,0,0,0
241,3000,0,0,1,-0.012076496722745245,0,0.0001,0,0,1,0,0,0,0,0,0,0
242,3000,0,0,1,0.211412220787754,0,0.0001,0,0,1,0,0,0,0,0,0,0
243,3000,0,0,1,0.21219968698156705,0,0.0001,0,0,1,0,0,0,0,0,0,0
244,3000,0,0,1,0.17329179022799257,0,0.0001,0,0,1,0,0,0,0,0,0,0
245,3000,0,0,1,0.20983952857639515,0,0.0001,0,0,1,0,0,0,0,0,0,0
246,3000,0,0,1,0.0501967541622767,0,0.0001,0,0,1,0,0,0,0,0,0,0
247,3000,0,0,1,0.05107681125468533,0,0.0001,0,0,1,0,0,0,0,0,0,0
248,3000,0,0,1,0.15703499718991626,0,0.0001,0,0,1,0,0,0,0,0,0,0
249,3000,0,0,1,0.10350910429009097,0,0.0001,0,0,1,0,0,0,0,0,0,0
250,3000,0,0,1,0.1107204936639335,0,0.0001,0,0,1,0,0,0,0,0,0,0
251,3000,0,0,1,0.10423467367672284,0,0.0001,0,0,1,0,0,0,0,0,0,0
252,3000,0,0,1,-0.22405203536882246,0,0.0001,0,0,1,0,0,0,0,0,0,0
253,3000,0,0,1,0.21466135196204883,0,0.0001,0,0,1,0,0,0,0,0,0,0
254,3000,0,0,1,-0.16264752956732503,0,0.0001,0,0,1,0,0,0,0,0,0,0
255,3000,0,0,1,0.1464702953983602,0,0.0001,0,0,1,0,0,0,0,0,0,0
256,3000,0,0,1,-0.10803024494126806,0,0.0001,0,0,1,0,0,0,0,0,0,0
257,3000,0,0,1,0.09501512842987475,0,0.0001,0,0,1,0,0,0,0,0,0,0
258,3000,0,0,1,0.1359143308237174,0,0.0001,0,0,1,0,0,0,0,0,0,0
259,3000,0,0,1,-0.06285900443952352,0,0.0001,0,0,1,0,0,0,0,0,0,0
260,3000,0,0,1,-0.1862032353489046,0,0.0001,0,0,1,0,0,0,0,0,0,0
261,3000,0,0,1,0.1712998210962332,0,0.0001,0,0,1,0,0,0,0,0,0,0
262,3000,0,0,1,0.012110639892628616,0,0.0001,0,0,1,0,0,0,0,0,0,0
263,3000,0,0,1,-0.24245229074389296,0,0.0001,0,0,1,0,0,0,0,0,0,0
264,3000,0,0,1,-0.03907048397819757,0,0.0001,0,0,1,0,0,0,0,0,0,0
265,3000,0,0,1,0.05246905151621867,0,0.0001,0,0,1,0,0,0,0,0,0,0
266,3000,0,0,1,-0.12466627872667724,0,0.0001,0,0,1,0,0,0,0,0,0,0
267,3000,0,0,1,0.21748491637764833,0,0.0001,0,0,1,0,0,0,0,0,0,0
268,3000,0,0,1,-0.09840732355762366,0,0.0001,0,0,1,0,0,0,0,0,0,0
269,3000,0,0,1,-0.04766582947038123,0,0.0001,0,0,1,0,0,0,0,0,0,0
270,3000,0,0,1,-0.1594292220288584,0,0.0001,0,0,1,0,0,0,0,0,0,0
271,3000,0,0,1,0.10033430651288683,0,0.0001,0,0,1,0,0,0,0,0,0,0
272,3000,0,0,1,0.029158897999419953,0,0.0001,0,0,1,0,0,0,0,0,0,0
273,3000,0,0,1,-0.20638932542887295,0,0.0001,0,0,1,0,0,0,0,0,0,0
274,3000,0,0,1,0.15745910838637528,0,0.0001,0,0,1,0,0,0,0,0,0,0
275,3000,0,0,1,-0.06375947230891477,0,0.0001,0,0,1,0,0,0,0,0,0,0
276,3000,0,0,1,-0.18244591782263725,0,0.0001,0,0,1,0,0,0,0,0,0,0
277,3000,0,0,1,-0.16482936625542022,0,0.0001,0,0,1,0,0,0,0,0,0,0
278,3000,0,0,1,0.134191718181722,0,0.0001,0,0,1,0,0,0,0,0,0,0
279,3000,0,0,1,0.16716094278464483,0,0.0001,0,0,1,0,0,0,0,0,0,0
280,3000,0,0,1,0.09145563271373147,0,0.0001,0,0,1,0,0,0,0,0,0,0
281,3000,0,0,1,0.016776630328080466,0,0.0001,0,0,1,0,0,0,0,0,0,0
282,3000,0,0,1,0.22427337211486653,0,0.0001,0,0,1,0,0,0,0,0,0,0
283,3000,0,0,1,-0.05429858260937964,0,0.0001,0,0,1,0,0,0,0,0,0,0
284,3000,0,0,1,-0.24769074928877,0,0.0001,0,0,1,0,0,0,0,0,0,0
285,3000,0,0,1,-0.24088330036056127,0,0.0001,0,0,1,0,0,0,0,0,0,0
286,3000,0,0,1,0.1895987074928538,0,0.0001,0,0,1,0,0,0,0,0,0,0
287,3000,0,0,1,-0.041800010204583904,0,0.0001,0,0,1,0,0,0,0,0,0,0
288,3000,0,0,1,0.14747270603682916,0,0.0001,0,0,1,0,0,0,0,0,0,0
289,3000,0,0,1,-0.11630145439516115,0,0.0001,0,0,1,0,0,0,0,0,0,0
