spot_id,energy_MeV,x_mm,y_mm,weight,source_x_mm,source_y_mm,source_z_mm,direction_x,direction_y,direction_z,energy_spread_percent,sigma_x_mm,sigma_y_mm,sigma_x_prime,sigma_y_prime,correlation_x,correlation_y
42,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
43,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
44,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
45,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
46,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
47,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
48,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
49,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
50,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
51,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
52,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
53,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
54,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
55,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
56,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
57,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
58,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
59,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
60,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
61,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
62,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
63,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
64,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
65,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
66,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
67,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
68,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
69,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
70,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
71,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
72,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
73,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
74,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
75,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
76,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
77,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
78,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
79,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
80,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
81,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
82,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
83,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
84,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
85,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
86,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
87,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
88,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
89,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
90,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
91,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
92,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
93,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
94,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
95,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
96,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
97,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
98,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
99,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
100,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
101,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
102,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
103,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
104,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
105,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
106,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
107,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
108,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
109,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
110,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
111,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
112,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
113,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
114,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
115,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
116,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
117,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
118,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
119,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
120,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
121,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
122,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
123,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
124,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
125,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
126,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
127,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
128,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
129,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
130,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
131,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
132,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
133,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
134,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
135,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
136,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
137,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
138,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
139,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
140,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
141,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
142,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
143,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
144,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
145,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
146,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
147,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
148,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
149,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
150,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
151,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
152,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
153,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
154,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
155,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
156,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
157,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
158,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
159,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
160,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
161,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
162,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
163,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
164,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
165,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
166,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
167,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
168,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
169,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
170,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
171,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
172,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
173,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
174,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
175,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
176,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
177,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
178,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
179,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
180,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
181,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
182,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
183,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
184,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
185,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
186,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
187,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
188,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
189,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
190,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
191,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
192,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
193,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
194,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
195,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
196,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
197,3000,0,0,1,49.99,0,10.25,1,0,0,0,0,0,0,0,0,0
198,3000,0,0,1,-49.99,0,10.25,-1,0,0,0,0,0,0,0,0,0
199,3000,0,0,1,0,0,10.25,0.6,0,0.8,0,0,0,0,0,0,0
200,3000,0,0,1,0,0,10.25,-0.6,0,0.8,0,0,0,0,0,0,0
